found_at,company,title,location,contract_type,score,mobilisation_time,url,core_skills,good_skills,intermediate_skills,missing_or_weak_keywords,classification_confidence,classification_reason,source_url
2026-05-27T12:49:56.673242+00:00,Intuitive Surgical,Administrative driver,"{""@type"": ""Place"", ""name"": ""Mexicali, MEXICO, Mexico"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Mexicali, MEXICO, ",OTHER,54.7,moyen,https://careers.intuitive.com/en/jobs/744000128247289/JOB215306/administrative-driver/,"CT, recalage multimodal, gestion d'exigences, anglais C1","robotique médicale, contrôle-commande",,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:49:57.793733+00:00,Intuitive Surgical,Director Commercial Distribution,"{""@type"": ""Place"", ""name"": ""Sydney, AUSTRALIA, Australia"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Sydney, AUSTRA",OTHER,57.3,moyen,https://careers.intuitive.com/en/jobs/744000128187179/JOB214764/director-commercial-distribution/,"CT, gestion d'exigences, dispositifs médicaux, anglais C1","robotique médicale, contrôle-commande",,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:49:58.924250+00:00,Intuitive Surgical,Sales Operations Sr. Analyst,"{""@type"": ""Place"", ""name"": ""Seoul, Seoul, Korea"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Seoul, Seoul, Korea"", """,OTHER,54.9,moyen,https://careers.intuitive.com/en/jobs/744000128044949/JOB212036/sales-operations-sr-analyst/,"CT, dispositifs médicaux, coordination pluridisciplinaire, anglais C1",robotique médicale,SQL,Cloud,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:00.042828+00:00,Intuitive Surgical,Robotics Software Engineer,"{""@type"": ""Place"", ""name"": ""Sunnyvale, CA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Sunnyvale, CA,",OTHER,84.4,immédiat à court,https://careers.intuitive.com/en/jobs/744000127977199/JOB213116/robotics-software-engineer/,"traitement d'images médicales, CT, visualisation 3D, gestion d'exigences, dispositifs médicaux, anglais C1","robotique médicale, contrôle-commande","C, C++, C/C++",Qt,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:01.179328+00:00,Intuitive Surgical,HR Partner,"{""@type"": ""Place"", ""name"": ""Sunnyvale, CA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Sunnyvale, CA,",OTHER,60.9,moyen,https://careers.intuitive.com/en/jobs/744000127976039/JOB215304/hr-partner/,"CT, gestion d'exigences, gestion de projet R&D, anglais C1","robotique médicale, contrôle-commande","C, C/C++",Rust,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:02.297269+00:00,Intuitive Surgical,Genesis Consultant,"{""@type"": ""Place"", ""name"": ""Orange County, CA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Orange Cou",OTHER,57.3,moyen,https://careers.intuitive.com/en/jobs/744000127964780/JOB215383/genesis-consultant/,"CT, gestion d'exigences, coordination pluridisciplinaire, anglais C1","robotique médicale, contrôle-commande",,Rust,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:03.512532+00:00,Intuitive Surgical,Senior System Test Engineer,"{""@type"": ""Place"", ""name"": ""Sunnyvale, CA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Sunnyvale, CA,",OTHER,63.6,court,https://careers.intuitive.com/en/jobs/744000127951769/JOB209049/senior-system-test-engineer/,"Python, CT, gestion d'exigences, coordination pluridisciplinaire, anglais C1","robotique médicale, contrôle-commande",,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:04.849015+00:00,Intuitive Surgical,User Interaction Test Engineer,"{""@type"": ""Place"", ""name"": ""Sunnyvale, CA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Sunnyvale, CA,",OTHER,69.1,court,https://careers.intuitive.com/en/jobs/744000127949615/JOB213594/user-interaction-test-engineer/,"Python, CT, gestion d'exigences, coordination pluridisciplinaire, anglais C1","robotique médicale, contrôle-commande, tests logiciels",,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:06.018738+00:00,Intuitive Surgical,Commercial Learning Senior Trainer,"{""@type"": ""Place"", ""name"": ""Atlanta, GA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Atlanta, GA, Uni",OTHER,66.2,court,https://careers.intuitive.com/en/jobs/744000127949099/JOB215144/commercial-learning-senior-trainer/,"CT, gestion d'exigences, dispositifs médicaux, coordination pluridisciplinaire, anglais C1","robotique médicale, contrôle-commande",,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:07.180077+00:00,Intuitive Surgical,Sr. Strategic NPI Buyer,"{""@type"": ""Place"", ""name"": ""Santa Clara, CA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Santa Clara,",OTHER,78.2,immédiat à court,https://careers.intuitive.com/en/jobs/744000127945960/JOB211189/sr-strategic-npi-buyer/,"CT, gestion d'exigences, dispositifs médicaux, gestion de projet R&D, coordination pluridisciplinaire, anglais C1","robotique médicale, contrôle-commande",R,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:08.395498+00:00,Intuitive Surgical,Endoluminal Director Commercial Distribution ,"{""@type"": ""Place"", ""name"": ""Sydney, NSW, Australia"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Sydney, NSW, Austral",OTHER,57.3,moyen,https://careers.intuitive.com/en/jobs/744000127837919/REF24953B/endoluminal-director-commercial-distribution/,"CT, gestion d'exigences, dispositifs médicaux, anglais C1","robotique médicale, contrôle-commande",,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:09.542911+00:00,Intuitive Surgical,Manufacturing Mechanical Engineer,"{""@type"": ""Place"", ""name"": ""Sunnyvale, CA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Sunnyvale, CA,",OTHER,80.7,immédiat à court,https://careers.intuitive.com/en/jobs/744000127781041/JOB215122/manufacturing-mechanical-engineer/,"CT, rédaction technique, gestion d'exigences, dispositifs médicaux, gestion de projet R&D, anglais C1","robotique médicale, contrôle-commande, ISO 13485",,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:10.693758+00:00,Intuitive Surgical,Payroll Process & HCM Systems Lead,"{""@type"": ""Place"", ""name"": ""Peachtree Corners, GA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Peacht",OTHER,57.8,moyen,https://careers.intuitive.com/en/jobs/744000127766779/JOB215488/payroll-process-hcm-systems-lead/,"CT, gestion d'exigences, coordination pluridisciplinaire, anglais C1","robotique médicale, contrôle-commande",C++,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:13.025283+00:00,Intuitive Surgical,Senior Regulatory Affairs Specialist,"{""@type"": ""Place"", ""name"": ""Sunnyvale, CA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Sunnyvale, CA,",OTHER,65.6,court,https://careers.intuitive.com/en/jobs/744000127764100/JOB215258/senior-regulatory-affairs-specialist/,"CT, gestion d'exigences, dispositifs médicaux, anglais C1","robotique médicale, contrôle-commande, règlement UE 2017/745",,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:14.241405+00:00,Intuitive Surgical,Regulatory Affairs Specialist (NMPA),"{""@type"": ""Place"", ""name"": ""Sunnyvale, CA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Sunnyvale, CA,",OTHER,86.7,immédiat à court,https://careers.intuitive.com/en/jobs/744000127753353/JOB211382/regulatory-affairs-specialist-nmpa/,"CT, recalage multimodal, gestion d'exigences, dispositifs médicaux, gestion de projet R&D, coordination pluridisciplinaire, anglais C1","robotique médicale, contrôle-commande",,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:15.441195+00:00,Intuitive Surgical,"Sr. Project Manager, Clinical Affairs","{""@type"": ""Place"", ""name"": ""Sunnyvale, CA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Sunnyvale, CA,",OTHER,83.8,immédiat à court,https://careers.intuitive.com/en/jobs/744000127751179/JOB215097/sr-project-manager-clinical-affairs/,"CT, gestion d'exigences, dispositifs médicaux, gestion de projet R&D, coordination pluridisciplinaire, anglais C1","robotique médicale, contrôle-commande, règlement UE 2017/745",R,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:17.470528+00:00,Intuitive Surgical,"Director, New Business Development ","{""@type"": ""Place"", ""name"": ""Sunnyvale, CA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Sunnyvale, CA,",OTHER,72.4,court,https://careers.intuitive.com/en/jobs/744000127729306/JOB215346/director-new-business-development/,"CT, gestion d'exigences, dispositifs médicaux, coordination pluridisciplinaire, anglais C1","robotique médicale, contrôle-commande","C, C/C++",,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:18.675921+00:00,Intuitive Surgical,Trainer 3- Manufacturing Warehouse Training,"{""@type"": ""Place"", ""name"": ""Sunnyvale, CA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Sunnyvale, CA,",OTHER,54.7,moyen,https://careers.intuitive.com/en/jobs/744000127727789/JOB215257/trainer-3-manufacturing-warehouse-training/,"CT, gestion d'exigences, coordination pluridisciplinaire, anglais C1","robotique médicale, contrôle-commande",,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:19.900430+00:00,Intuitive Surgical,Staff Mechanical Design Engineer - Instruments,"{""@type"": ""Place"", ""name"": ""Sunnyvale, CA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Sunnyvale, CA,",OTHER,74.9,court,https://careers.intuitive.com/en/jobs/744000127726595/JOB214206/staff-mechanical-design-engineer-instruments/,"CT, gestion d'exigences, gestion de projet R&D, coordination pluridisciplinaire, anglais C1","robotique médicale, contrôle-commande, ISO 13485",R,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:21.045319+00:00,Intuitive Surgical,Training Specialist 1,"{""@type"": ""Place"", ""name"": ""Peachtree Corners, GA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Peacht",OTHER,63.6,court,https://careers.intuitive.com/en/jobs/744000127708269/JOB215110/training-specialist-1/,"CT, rédaction technique, gestion d'exigences, gestion de projet R&D, anglais C1","robotique médicale, contrôle-commande",,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:22.211920+00:00,Intuitive Surgical,Warehouse Supervisor,"{""@type"": ""Place"", ""name"": ""Sunnyvale, CA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Sunnyvale, CA,",OTHER,57.3,moyen,https://careers.intuitive.com/en/jobs/744000127692269/JOB215439/warehouse-supervisor/,"CT, gestion d'exigences, dispositifs médicaux, anglais C1","robotique médicale, contrôle-commande",,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:23.395340+00:00,Intuitive Surgical,Sr. Quality System Engineer,"{""@type"": ""Place"", ""name"": ""Sunnyvale, CA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Sunnyvale, CA,",OTHER,75.1,court,https://careers.intuitive.com/en/jobs/744000127678639/JOB215265/sr-quality-system-engineer/,"CT, rédaction technique, gestion d'exigences, dispositifs médicaux, coordination pluridisciplinaire, anglais C1","robotique médicale, contrôle-commande",,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:24.502271+00:00,Intuitive Surgical,Technical Support Engineer ,"{""@type"": ""Place"", ""name"": ""Helsinki, FINLAND, Finland"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Helsinki, FINLAN",OTHER,57.3,moyen,https://careers.intuitive.com/en/jobs/744000127661349/JOB214902/technical-support-engineer/,"CT, gestion d'exigences, dispositifs médicaux, anglais C1","robotique médicale, contrôle-commande",,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:25.653590+00:00,Intuitive Surgical,Manager Logistics & Production Planning (m/w/d),"{""@type"": ""Place"", ""name"": ""Biebertal, GERMANY, Germany"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Biebertal, GERM",OTHER,40.0,long,https://careers.intuitive.com/en/jobs/744000127658669/JOB214137/manager-logistics-production-planning-mwd/,"CT, anglais C1","robotique médicale, contrôle-commande",R,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:26.804707+00:00,Intuitive Surgical,Staff Mechanical Engineer,"{""@type"": ""Place"", ""name"": ""San Carlos, CA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""San Carlos, C",OTHER,66.2,court,https://careers.intuitive.com/en/jobs/744000127652440/JOB215446/staff-mechanical-engineer/,"CT, gestion d'exigences, dispositifs médicaux, coordination pluridisciplinaire, anglais C1","robotique médicale, contrôle-commande",,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:27.906889+00:00,Intuitive Surgical,Marketing Specialist,"{""@type"": ""Place"", ""name"": ""Bengaluru, INDIA, India"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Bengaluru, INDIA, I",OTHER,63.6,court,https://careers.intuitive.com/en/jobs/744000127641569/JOB215124/marketing-specialist/,"CT, gestion d'exigences, gestion de projet R&D, coordination pluridisciplinaire, anglais C1","robotique médicale, contrôle-commande",,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:29.037352+00:00,Intuitive Surgical,Technical Support Engineer (m/w/d),"[{""@type"": ""Place"", ""name"": ""Düsseldorf, NRW, Germany"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Düsseldorf, NRW, ",OTHER,60.4,moyen,https://careers.intuitive.com/en/jobs/744000127631566/JOB214921/technical-support-engineer-mwd/,"CT, gestion d'exigences, dispositifs médicaux, anglais C1","robotique médicale, contrôle-commande",R,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:30.302177+00:00,Intuitive Surgical,IQC Inspector 3 - Swing Shift,"{""@type"": ""Place"", ""name"": ""Gilroy, CA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Gilroy, CA, Unite",OTHER,48.9,moyen,https://careers.intuitive.com/en/jobs/744000127529849/JOB213809/iqc-inspector-3-swing-shift/,"CT, gestion d'exigences, anglais C1","robotique médicale, contrôle-commande",R,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:31.442685+00:00,Intuitive Surgical,Senior Human Factors Research Engineer,"{""@type"": ""Place"", ""name"": ""Sunnyvale, CA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Sunnyvale, CA,",OTHER,86.7,immédiat à court,https://careers.intuitive.com/en/jobs/744000127528120/JOB214214/senior-human-factors-research-engineer/,"Python, CT, gestion d'exigences, dispositifs médicaux, anglais C1","robotique médicale, contrôle-commande, biomécanique, physiologie","C, C++, C/C++",,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:50:32.587523+00:00,Intuitive Surgical,Sr Demand Supply Planner,"{""@type"": ""Place"", ""name"": ""Peachtree Corners, GA, United States"", ""address"": {""@type"": ""PostalAddress"", ""name"": ""Peacht",OTHER,69.3,court,https://careers.intuitive.com/en/jobs/744000127525359/JOB213265/sr-demand-supply-planner/,"CT, gestion d'exigences, dispositifs médicaux, gestion de projet R&D, anglais C1","robotique médicale, contrôle-commande",R,,0.98,JSON-LD JobPosting détecté.,https://careers.intuitive.com/en/jobs/
2026-05-27T12:53:08.571982+00:00,Institut Pasteur,INSTITUT PASTEUR,France,CDD,35.1,long,https://emploi.pasteur.fr/offre-de-emploi/emploi-alternance-pmo-direction-de-la-diversite-de-l-equite-et-l-inclusion-h-f-x_16737.aspx,"gestion de projet R&D, anglais C1",,"C, C/C++, R",,0.98,"Structure de fiche poste, titre détecté et domaine compatible.",https://emploi.pasteur.fr/offre-de-emploi/liste-offres.aspx
2026-05-27T12:53:17.440461+00:00,Institut Pasteur,INSTITUT PASTEUR,France,Alternance,35.1,long,https://emploi.pasteur.fr/offre-de-emploi/emploi-directeur-de-l-institut-pasteur-de-guyane-h-f-x_17224.aspx,"documentation ANSM, anglais C1",,"C, C/C++, R",,0.98,"Structure de fiche poste, titre détecté et domaine compatible.",https://emploi.pasteur.fr/offre-de-emploi/liste-offres.aspx
2026-05-27T12:53:51.717501+00:00,Institut Pasteur,INSTITUT PASTEUR,France,CDD,66.0,court,https://emploi.pasteur.fr/offre-de-emploi/emploi-alternance-ingenieur-en-traitement-du-signal-en-neuroscience-h-f-x_16777.aspx,"Python, MATLAB, anglais C1","traitement du signal, FFT, filtrage","C, C/C++, R",,0.98,"Structure de fiche poste, titre détecté et domaine compatible.",https://emploi.pasteur.fr/offre-de-emploi/liste-offres.aspx
2026-05-27T12:53:53.588353+00:00,Institut Pasteur,INSTITUT PASTEUR,France,Alternance,39.8,long,https://emploi.pasteur.fr/offre-de-emploi/emploi-data-manager-pour-le-datalake-owey-de-l-institut-pasteur-h-f-x_17041.aspx,"coordination pluridisciplinaire, anglais C1",Jira,R,,0.98,"Structure de fiche poste, titre détecté et domaine compatible.",https://emploi.pasteur.fr/offre-de-emploi/liste-offres.aspx
2026-05-27T12:54:06.275748+00:00,Institut Pasteur,INSTITUT PASTEUR,France,CDD,35.1,long,https://emploi.pasteur.fr/offre-de-emploi/emploi-stage-juriste-propriete-intellectuelle-h-f-x_17142.aspx,"dispositifs médicaux, anglais C1",,"C, C/C++, R",,0.98,"Structure de fiche poste, titre détecté et domaine compatible.",https://emploi.pasteur.fr/offre-de-emploi/liste-offres.aspx
2026-05-27T12:54:11.211995+00:00,Institut Pasteur,INSTITUT PASTEUR,France,CDD,40.4,long,https://emploi.pasteur.fr/offre-de-emploi/emploi-technicien-superieur-de-recherche-h-f-x_17093.aspx,"protocoles expérimentaux, anglais C1",,"C, C/C++, R",,0.98,"Structure de fiche poste, titre détecté et domaine compatible.",https://emploi.pasteur.fr/offre-de-emploi/liste-offres.aspx
2026-05-27T12:54:13.668389+00:00,Institut Pasteur,INSTITUT PASTEUR,France,CDD,44.0,moyen,https://emploi.pasteur.fr/offre-de-emploi/emploi-alternance-ingenieur-de-recherche-bioinformatique-h-f-x_16749.aspx,"Python, coordination pluridisciplinaire, anglais C1",,"C, C/C++, R",PyTorch,0.98,"Structure de fiche poste, titre détecté et domaine compatible.",https://emploi.pasteur.fr/offre-de-emploi/liste-offres.aspx
2026-05-27T12:54:22.115424+00:00,Institut Curie,Ingénieur en Imagerie préclinique  (H/F),"{""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""addressCountry"": ""France"", ""addressLocality"": ""Orsay""}}",CDD,67.1,court,https://curie.fr/offre-emploi/aide-physicien-ne-hf-njq05a9jal,"traitement d'images médicales, imagerie multimodale, CT, TEP, PET, anglais C1",,R,"Vue, Cloud",0.98,JSON-LD JobPosting détecté.,https://curie.fr/offres-emploi
2026-05-27T12:54:44.579260+00:00,Institut Curie,Manipulateur en Imagerie Médicale (H/F),"{""@type"": ""Place"", ""address"": {""@type"": ""PostalAddress"", ""addressCountry"": ""France"", ""addressLocality"": ""Paris""}}",CDI,40.4,long,https://curie.fr/offre-emploi/manipulateur-en-imagerie-medicale-hf-ptq82l1g4a,"CT, TEP, PET",,R,Cloud,0.98,JSON-LD JobPosting détecté.,https://curie.fr/offres-emploi
